id,name,raw_affiliation,country_id,normalized_name
696," Academy For Advanced Interdisciplinary Studies, Peking-Tsinghua Center For Life Sciences, Peking University, Beijing 100871, China.","College of Chemistry and Molecular Engineering, Synthetic and Functional Biomolecules Center, Beijing National Laboratory for Molecular Sciences, Key Laboratory of Bioorganic Chemistry and Molecular Engineering of Ministry of Education, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing 100871, China; Academy for Advanced Interdisciplinary Studies, Peking-Tsinghua Center for Life Sciences, Peking University, Beijing 100871, China.",,
697," Academy For Advanced Interdisciplinary Studies, Peking-Tsinghua Center For Life Sciences, Peking University, Beijing 100871, China","College of Chemistry and Molecular Engineering, Synthetic and Functional Biomolecules Center, Beijing National Laboratory for Molecular Sciences, Key Laboratory of Bioorganic Chemistry and Molecular Engineering of Ministry of Education, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing 100871, China; Academy for Advanced Interdisciplinary Studies, Peking-Tsinghua Center for Life Sciences, Peking University, Beijing 100871, China; Beijing Advanced Center of RNA Biology (BEACON), Peking University, Beijing 100871, China; Chinese Institute for Brain Research (CIBR), Beijing 102206, China. Electronic address: zoupeng@pku.edu.cn.",,
698," Beijing Advanced Center Of Rna Biology (Beacon), Peking University, Beijing 100871, China","College of Chemistry and Molecular Engineering, Synthetic and Functional Biomolecules Center, Beijing National Laboratory for Molecular Sciences, Key Laboratory of Bioorganic Chemistry and Molecular Engineering of Ministry of Education, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing 100871, China; Academy for Advanced Interdisciplinary Studies, Peking-Tsinghua Center for Life Sciences, Peking University, Beijing 100871, China; Beijing Advanced Center of RNA Biology (BEACON), Peking University, Beijing 100871, China; Chinese Institute for Brain Research (CIBR), Beijing 102206, China. Electronic address: zoupeng@pku.edu.cn.",,
699," Chinese Institute For Brain Research (Cibr), Beijing 102206, China. Electronic Address: Zoupeng@Pku.Edu.Cn.","College of Chemistry and Molecular Engineering, Synthetic and Functional Biomolecules Center, Beijing National Laboratory for Molecular Sciences, Key Laboratory of Bioorganic Chemistry and Molecular Engineering of Ministry of Education, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing 100871, China; Academy for Advanced Interdisciplinary Studies, Peking-Tsinghua Center for Life Sciences, Peking University, Beijing 100871, China; Beijing Advanced Center of RNA Biology (BEACON), Peking University, Beijing 100871, China; Chinese Institute for Brain Research (CIBR), Beijing 102206, China. Electronic address: zoupeng@pku.edu.cn.",,
701," Department Of Physiology And Neuroscience, Keck School Of Medicine, University Of Southern California, Los Angeles, Ca 90033, Usa. Electronic Address: Htao@Usc.Edu.","Zilkha Neurogenetic Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA 90033, USA; Department of Physiology and Neuroscience, Keck School of Medicine, University of Southern California, Los Angeles, CA 90033, USA. Electronic address: htao@usc.edu.",,
707," Brain-Links Brain-Tools (Blbt), University Of Freiburg, Freiburg, Germany. Electronic Address: Marlene.Bartos@Physiologie.Uni-Freiburg.De.","Institute of Physiology, Department I, Medical Faculty, University of Freiburg, Freiburg, Germany; Brain-Links Brain-Tools (BLBT), University of Freiburg, Freiburg, Germany. Electronic address: marlene.bartos@physiologie.uni-freiburg.de.",,
709," Shenzhen University Of Advanced Technology, Shenzhen, China. Electronic Address: Qq.Liu1@Siat.Ac.Cn.","Shenzhen Key Lab of Neuropsychiatric Modulation, Shenzhen-Hong Kong Institute of Brain Science, Guangdong Provincial Key Laboratory of Brain Connectome and Behavior, Brain Cognition and Brain Disease Institute, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055, China; Shenzhen University of Advanced Technology, Shenzhen, China. Electronic address: qq.liu1@siat.ac.cn.",,
710," Shenzhen University Of Advanced Technology, Shenzhen, China. Electronic Address: Lp.Wang@Siat.Ac.Cn.","Shenzhen Key Lab of Neuropsychiatric Modulation, Shenzhen-Hong Kong Institute of Brain Science, Guangdong Provincial Key Laboratory of Brain Connectome and Behavior, Brain Cognition and Brain Disease Institute, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055, China; Shenzhen University of Advanced Technology, Shenzhen, China. Electronic address: lp.wang@siat.ac.cn.",,
716," Department Of Neuroscience, Ut Southwestern Medical Center, Dallas, Tx 75390, Usa","The Hypothalamic Research Center, Department of Internal Medicine, UT Southwestern Medical Center, Dallas, TX 75390, USA; Department of Neuroscience, UT Southwestern Medical Center, Dallas, TX 75390, USA; Peter O'Donnell Jr. Brain Institute, UT Southwestern Medical Center, Dallas, TX 75390, USA. Electronic address: chen.liu@utsouthwestern.edu.",,
717," Peter O'Donnell Jr. Brain Institute, Ut Southwestern Medical Center, Dallas, Tx 75390, Usa. Electronic Address: Chen.Liu@Utsouthwestern.Edu.","The Hypothalamic Research Center, Department of Internal Medicine, UT Southwestern Medical Center, Dallas, TX 75390, USA; Department of Neuroscience, UT Southwestern Medical Center, Dallas, TX 75390, USA; Peter O'Donnell Jr. Brain Institute, UT Southwestern Medical Center, Dallas, TX 75390, USA. Electronic address: chen.liu@utsouthwestern.edu.",,
718,"Department Of Biotechnology, College Of Life Science And Biotechnology, Yonsei University, Seoul 03722, Korea.","Department of Biotechnology, College of Life Science and Biotechnology, Yonsei University, Seoul 03722, Korea.",,
720," Center For Synapse Diversity And Specificity, Daegu Gyeongbuk Institute Of Science And Technology, Daegu 42988, Korea","Department of Brain Sciences, Daegu Gyeongbuk Institute of Science and Technology, Daegu 42988, Korea; Center for Synapse Diversity and Specificity, Daegu Gyeongbuk Institute of Science and Technology, Daegu 42988, Korea; Department of Anatomy and Cell Biology, College of Medicine, Chungnam National University, Daejeon 35015, Korea.",,
721," Department Of Anatomy And Cell Biology, College Of Medicine, Chungnam National University, Daejeon 35015, Korea.","Department of Brain Sciences, Daegu Gyeongbuk Institute of Science and Technology, Daegu 42988, Korea; Center for Synapse Diversity and Specificity, Daegu Gyeongbuk Institute of Science and Technology, Daegu 42988, Korea; Department of Anatomy and Cell Biology, College of Medicine, Chungnam National University, Daejeon 35015, Korea.",,
722," Center For Synapse Diversity And Specificity, Daegu Gyeongbuk Institute Of Science And Technology, Daegu 42988, Korea. Electronic Address: Jaewonko@Dgist.Ac.Kr.","Department of Brain Sciences, Daegu Gyeongbuk Institute of Science and Technology, Daegu 42988, Korea; Center for Synapse Diversity and Specificity, Daegu Gyeongbuk Institute of Science and Technology, Daegu 42988, Korea. Electronic address: jaewonko@dgist.ac.kr.",,
723,"Department Of Biotechnology, College Of Life Science And Biotechnology, Yonsei University, Seoul 03722, Korea. Electronic Address: Eunjicheong@Yonsei.Ac.Kr.","Department of Biotechnology, College of Life Science and Biotechnology, Yonsei University, Seoul 03722, Korea. Electronic address: eunjicheong@yonsei.ac.kr.",,
725," Center For Neural Science, New York University, New York, Ny 10003, Usa","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA; Department of Neuroscience, Yale University, New Haven, CT 06510, USA; Wu Tsai Institute, Yale University, New Haven, CT 06510, USA; Quantitative Biology Institute, Yale University, New Haven, CT 06510, USA.",,
726," Department Of Neuroscience, Yale University, New Haven, Ct 06510, Usa","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA; Department of Neuroscience, Yale University, New Haven, CT 06510, USA; Wu Tsai Institute, Yale University, New Haven, CT 06510, USA; Quantitative Biology Institute, Yale University, New Haven, CT 06510, USA.",,
727," Wu Tsai Institute, Yale University, New Haven, Ct 06510, Usa","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA; Department of Neuroscience, Yale University, New Haven, CT 06510, USA; Wu Tsai Institute, Yale University, New Haven, CT 06510, USA; Quantitative Biology Institute, Yale University, New Haven, CT 06510, USA.",,
728," Quantitative Biology Institute, Yale University, New Haven, Ct 06510, Usa.","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA; Department of Neuroscience, Yale University, New Haven, CT 06510, USA; Wu Tsai Institute, Yale University, New Haven, CT 06510, USA; Quantitative Biology Institute, Yale University, New Haven, CT 06510, USA.",,
729," Center For Neural Science, New York University, New York, Ny 10003, Usa.","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA.",,
732," Department Of Neurology, New York University, New York, Ny 10016, Usa","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA; Department of Neurology, New York University, New York, NY 10016, USA; Langone Medical Center, New York University, New York, NY 10016, USA. Electronic address: gyorgy.buzsaki@nyumc.org.",,
733," Langone Medical Center, New York University, New York, Ny 10016, Usa. Electronic Address: Gyorgy.Buzsaki@Nyumc.Org.","Neuroscience Institute, New York University, New York, NY 10016, USA; Center for Neural Science, New York University, New York, NY 10003, USA; Department of Neurology, New York University, New York, NY 10016, USA; Langone Medical Center, New York University, New York, NY 10016, USA. Electronic address: gyorgy.buzsaki@nyumc.org.",,
736," Biophysics Graduate Group, University Of California, Berkeley, Berkeley, Ca, Usa.","Department of Neuroscience, University of California, Berkeley, Berkeley, CA, USA; Biophysics Graduate Group, University of California, Berkeley, Berkeley, CA, USA.",,
738," The Helen Wills Neuroscience Institute, University Of California, Berkeley, Berkeley, Ca, Usa. Electronic Address: Hadesnik@Berkeley.Edu.","Department of Neuroscience, University of California, Berkeley, Berkeley, CA, USA; The Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, USA. Electronic address: hadesnik@berkeley.edu.",,
740," Department Of Psychiatry, University Of Oxford, Oxford Ox3 7Jx, Uk. Electronic Address: Johannes.Algermissen@Psy.Ox.Ac.Uk.","Oxford Centre for Integrative Neuroimaging (OxCIN), Department of Experimental Psychology, University of Oxford, Oxford OX1 3EL, UK; Department of Psychiatry, University of Oxford, Oxford OX3 7JX, UK. Electronic address: johannes.algermissen@psy.ox.ac.uk.",,
741," Department Of Psychiatry, University Of Oxford, Oxford Ox3 7Jx, Uk.","Oxford Centre for Integrative Neuroimaging (OxCIN), Department of Experimental Psychology, University of Oxford, Oxford OX1 3EL, UK; Department of Psychiatry, University of Oxford, Oxford OX3 7JX, UK.",,
776," School Of Intelligence Science And Technology, Peking University, Beijing 100871, China","Institute for Artificial Intelligence, Peking University, Beijing 100871, China; School of Intelligence Science and Technology, Peking University, Beijing 100871, China; Earendil Labs, County of New Castle, Wilmington, DE 19801, USA.",,
777," Earendil Labs, County Of New Castle, Wilmington, De 19801, Usa.","Institute for Artificial Intelligence, Peking University, Beijing 100871, China; School of Intelligence Science and Technology, Peking University, Beijing 100871, China; Earendil Labs, County of New Castle, Wilmington, DE 19801, USA.",,
779," Siebel School Of Computing And Data Science, University Of Illinois Urbana-Champaign, Champaign, Il 61820, Usa.","Earendil Labs, County of New Castle, Wilmington, DE 19801, USA; Siebel School of Computing and Data Science, University of Illinois Urbana-Champaign, Champaign, IL 61820, USA.",,
783," Fujian Provincial Key Laboratory Of Brain Aging And Neurodegenerative Diseases, School Of Basic Medical Sciences, Fujian Medical University, Fuzhou, Fujian 350122, China. Electronic Address: Wangzh@Iccas.Ac.Cn.","Department of Radiology and Nuclear Medicine, Xuanwu Hospital, Capital Medical University, Beijing 100053, China; Fujian Provincial Key Laboratory of Brain Aging and Neurodegenerative Diseases, School of Basic Medical Sciences, Fujian Medical University, Fuzhou, Fujian 350122, China. Electronic address: wangzh@iccas.ac.cn.",,
785," Institute For Ai Industry Research, Tsinghua University, Beijing 100084, China. Electronic Address: Majianzhu@Tsinghua.Edu.Cn.","Department of Electronic Engineering, Tsinghua University, Beijing 100084, China; Institute for AI Industry Research, Tsinghua University, Beijing 100084, China. Electronic address: majianzhu@tsinghua.edu.cn.",,
